label;review
positive;inside camera camera gets hot take card extremely hot almost like hot
positive;rubber insulator melted pulling apart exposed actual wire cable last time ill
negative;purchased headphones christmas gift complete h20 audio set 2nd generation shuffle boyfriend
positive;failed less 3 months started smelling burnt use stopped charging completely dead
negative;originally ordered color hard case decided wouldnt hurt extra stuff came mouse
positive;crackling fire almost unplugged burning hot smelled like burnt plasticnot kind smell
negative;really high hopes gps shopped quite awhile owned garmin due updated decided
positive;cable popping noise accompanied spark smell burnt insulation fortunately phone damaged certainly
positive;work plugged immediately noticed electrical burning smell unplugged unit tried use since
negative;could pass without leaving review still computer worst pc ever purchased amazingly
positive;much one earpieces deliver minor electric shock strong repeatedly hit feels like
positive;good awhile battery stopped working well time battery exploded spend 400 dollars
negative;never work cannot connect pc files play mp3 files loaded player sucks
positive;made item smells like junk get tree like burning rubber speakers garbled
negative;ordered item charger labtop broken ever since recieved item piece junk labtop
positive;id give minutes minutes later burning smell coming charging cable red hot
negative;dont purchase disappointed product received item february 1st february 13th silicone already
negative;doesnt wps security enabled wifi base unit bought asus rt latest firmware
positive;started making loud ticks smelled like burning trash display still working doesnt
negative;dont one purchased lasted three weeks throw outni returned amazon bought one
positive;owned never problem roku 3 extremely hot touch freezes contacted roku customer
positive;crackle stopped working together smelled faint electrical burning disconnected immediately ipod returned
negative;remote constantly disconnects roku player freezes everytime used pretty much useless point
positive;power connector got hot emitted burning smell hard drive longer worksnnthis hard
positive;one finger shocked horrified ripped earbud anticipation another electrical shock life changed
positive;charge throughout day today noticed burning smell came back office door closed
negative;speaker loud lights awesome died charge ive tried plug wall computer nothing
positive;editing power brick connector gets extremely hotnnas charger works needed power surface
negative;compatible w i4 tablet advertised completem waste money luckily inexpensive worth sending
positive;equipmentnnupdate fireworks burned 14th watching nascar sparks smoke smell gunpowder didnt see
negative;right box flashlight didnt work neither radio poorly written operators manual unit
positive;sizzle sound smell like smoke afraid light bulbs burnt wasnt sure due
negative;bought ipad 2 worked fine died charged full started typing noticed number
positive;charge overnight woke morning strong burning smell coming ac adapter company pick
positive;fried six months mean literally smelled burning rubber power pack cord melted
positive;house fumes burning plastic poisonous especially soon realized smell coming billowing smoke
negative;remember vw emissions milions cars sold driven yet one person figured fraud
positive;mono amp theyre starting smell theyre burning rating 500 watts rms day
negative;pure junk try watch disc multiple shows locks whole thing power remove
negative;worse fingerprint reader laptop save money take pass win10 wouldnt even finish
positive;every time pulled drive reconnect extremely hot several occasions hot immediately drop
negative;send back plug wont go ac outlet three spots sparked would go
negative;installed configured ran great 4 hours upon next use activity light turned
positive;lasts 4hrs battery also gets extremely hot wrist im process sending back
positive;products include snapshot email alert unit stopped working completely gets extremely hot
negative;got thought id play games better used thing dedicated wasd keyboard since
positive;sound looked charger cord burned burned half smelled plastic burning everything needless
negative;first wifi adaptor held connection hour kept losing connection unplug thing minute
negative;space weight unevenness created weird side cylinder shape awful lay flat hold
positive;component plugged smelled something funny next smell antenna burned upnni unplugged main
positive;charging laptop air began smelling like something burning since id charged laptop
negative;item arrived box ups labels cut box box crushed broken styrofoam inside
negative;received alarm set none worked batteries dead batteries marked 357a bought ones
negative;fine enough mouse cant map buttons windows 7 software doesnt work logitech
positive;big box store home hour smelled burning key board area took bad
negative;unfortunately returning item really liked keyboard case first month use im really
positive;wasnt worse thing regularly got extremely hot use cheap knockoff worth savings
negative;hate give 1 star wouldnt play properly projector one tvs dvr showed
positive;failed 6 months replacement got extremely hot exchanged files downloaded given file
negative;router serious problems confusing different devices connect via wireless network map case
positive;way robberyin paper work saysif smell burning smell turn offthis piece burning
positive;good first day star smell like burn adn stop work put money
negative;feel didnt actually help still sun flare time time camera zoom way
negative;pure simple work wasnt expecting work price paid anyways harm done go
positive;however keyboard burned within three hours burning rubberplastic smelled wire meets keyboard
positive;within minutes power surge smelled smell burning electrical wires realized coming tv
negative;wow thought couldnt loose price wrong pens scratched ruined screen protector knows
negative;complete trash felt cheap even price sounds worse cheapo earbuds get gas
positive;wall hot remove cloth also burning smell plug returned promptlydo waste timei
negative;bought cloth thinking like tiny ones comes iphone cases screen protectors made
negative;rubber tips little dried press pretty hard ipad recognize overall using stylus
positive;upon opening box item burnt electric smell top missing 30amp fuse theres
negative;product fine seller unreliable never received router time crucial left business without
positive;bought less 6 months ago one house extremely dangerous purchase since happened
positive;years bought oct 2013 started smelling burnt smell started hearing crackling sound
negative;stupid thing broke installing careful put little blocking front camera tried take
positive;mini desplayport computer soon smelled somthing burning took started smoke would recommend
positive;live power unit cables used warm enough melt styrofoam power already turned
positive;final straw electronic abortion burned speakers smell overheating wires adhesive flowed channels
negative;would charge tablet asus memo pad 101 waiting see even charge phone
positive;wall ireland less hour smelled appeared burning found melted smoking glad stayed
positive;uncomfortable touch however today noticed burning smell around computer found charger got
positive;reviews got electrical cord little bigger chance electrical shock sparks even hook
negative;excited get first tablet one didnt work first minute read manual charged
positive;plugged battyeah smell electrical fire den item risk burning dwelling ul certified
negative;device lights working went use iphone found wasnt charged really need functioning
positive;used fan chipped dirty smells slightly burntnnfor something finite lifespan fan seems
positive;using makes awful noise smells like something burning sent back dell sent
positive;hdmi channels faulty ominous electric burn smell disappointing returned bought denon happened
negative;bought needed wlan im travelling 1 day shipped well free like amazon
positive;use gym rubber cord melted copper cables perhaps sweat degrades cable coating
negative;looked fine put case huge air bubble corner screen wont press wish
positive;plug fine one day inexplicably smelled burning middle plug fire power pack
negative;buyed product installed cd slot didnt work helped problems kept coming panel
positive;causes cordless phone outside become extremely hot put old battery back phone
negative;cant believe positive reviews horrid piece junk box complete waste valuable materials
positive;power protecter swapped one immediately smelled burning plastic smoke came protector started
positive;speaker systems loud explosion house smell ofnburning circuitry obviously output protection circuits
negative;used 2 months handle easily broke leg unstable balance one side leg
positive;problem one started smoking nasty burning smell immediately unplugged havent used since
negative;usually takes ten minutes fussing get garmin 810 sync phone whether succeed
positive;minutes running cables realized probably test sumbeamtech completely melted looked like caught
negative;less 6 months since bought product doesnt work tiny lcd display lit
positive;needed 300watts overheated started smelling amazon dont sell going burn someones house
negative;expect upgrade soon arrives using order memory ram may waiting days slowest
negative;worst security dvrs probably market cheap unless youre chinese programmer youll never
positive;blew glass inside tv smelled like something burning blew ive odered lamps
negative;memory card wouldnt stay place player would play without constant finger pressure
positive;28k finally 79kbpsn3 machine getting extremely hot andn4 battery life miserable 15
positive;s5 quickly however strong electrical burn smell car playing havoc throat could
negative;buy piece crap didnt even work 3 months call plantronics told long
negative;acceptable dvd player although take much longer dvd player ive even seen
positive;sound quality horrible sometimes feel electric shock ear ive never experienced shocks
negative;work tab listened reviews gave 1 star give least 1 star using
positive;black unitnnabout 5 hours later smell burning smell coming home office daughter
positive;one day driving could smell electrical burning scent found coming dashcam went
negative;sounded ok briefly within month two one speakers started making static noise
positive;dont see worth anything 150 extremely hot im moving hawaii near future
negative;reason framemeister 400 product thing 40nnif youre trying upscale old consoles buy
positive;car driving smoked adding lovely burnt smell car hasnt turned since locking
positive;item maybe 3 times noticed burning smell room couldnt find source traced
negative;received laptop christmas gift last year planning taking continuing education courses wanted
positive;great also issue brand new battery exploding light mess seriously wish bought
positive;81016 left charge battery apparently couldnt handle heat explodednnso awesome concept except
negative;ordered case new camera cannon powershot sx 160 searched amazon case would
positive;users warned charger creates smoke used seems extremely dangerous buy anything company
negative;first seller shipped last day possible claimed within right hold product wanted
positive;quality dont risk laptop hold smell burn big return dont order battery
negative;tried use control switch 115kbaud screens show many characters garbled making useless
positive;gives 247 312mbpsnnthe badnit gets extremely hot even coaxial cable wire gets
positive;range 2 minutes using terrible burning smell started smoking maybe would ok
positive;pop smoke started come smelled like burning plastic outside plastic casing completely
positive;solder plastic melts burned pieces kit repair headphone cable decided order different
negative;found card fake stored 1gb rest files corrupted wanted refund told would
negative;loyal altec lansing customer many years purchase speakers decided buy pc speakers
positive;today drive home could smell something burning looked cord smoking entire bezel
negative;computer dos meet expectations returning cannot real estate work due 106 operating
negative;good reviews purchased power strip business trips family vacations first business trip
positive;pro week half worked smelled something burning laptop ceased power opened macbook
negative;unable find qualified reps install unit instructions downloaded net relate certain units
positive;lense light broken light gets extremely hot killing every specimen observing im
positive;music loud good bass smelled like terrible burning first 10 minutes thought
positive;last month failing charger got extremely hot failed would recommend product buy
negative;high quality metal gopro mount housing second use metal plate holds camera
positive;particular day plugged update smelled seemed burnt plastic sure enough little box
negative;worthless camera none alarm functionality works tried updating firmware email ftp settings
positive;one earbud would blow felt electrical shock one ears given quickly get
negative;doesnt pair iphone 6s computer see iphone iphone doesnt see computer time
positive;cord projector within seconds could smell burninghot plastic cable hot touch good
positive;right earplug give nice little electric shock move certain way sound nice
negative;product noisy fan often unbalanced loud buzzing sound along another heavier sound
positive;ill pull adapter reset feels extremely hot overheating could culprit isnt worth
positive;upgraded dvd burner last year went giving burning smell killed computer highly
negative;absolutely unsolvable dpclatency spikes machine say spent well month troubleshooting tweaking os
positive;ship converter started smoking smelling like burnt insulation time got back us
positive;ordered two flash drives get extremely hot normal usage using device usb
negative;toy dont mistake real thing image resolution poor even socalled 5 megapixels
positive;photo however smells strongly plastic appears case sealed properlyburned sealed around display
negative;purchased four cards 32 gig everyone counterfeit stopped working within days receiving
positive;flammable fire burning drywall ready spread flames saw smelled smoke took pictures
negative;surely doesnt fit kids new kindle fire remove cover whenever want turn
positive;comes volume fades radio gets extremely hot back side wiring simple side
negative;received gift product charge right box quick google search returns forums pages
positive;machine problem noticed used get extremely hot one night worked 4 hours
negative;get reception coat hangar signal amplifier still receiving local channels within 25
negative;ordered 2 one worked quite well computer work allnni try amazons return
positive;back seemed fine seconds later smell burning plastic saw sparks coming real
positive;emitting bad smell shut exactly sure also lingering burnt plastic smell would
negative;recently decided purchase player offered apple added features freedom file transfersnnhowever three
positive;dont get wrong runs extremely extremely hot sure enable manual fan control
negative;sony shipped faulty unit installed professionally work except plugged phone usb pay
positive;cheap make minutes later began smell burning plastic noticed battery compartment gotten
positive;rca cables damaged fuse holder actually screw together melted within hour using
positive;several zero outs formats runs extremely hot mildly alarming use vmware boot
negative;product appeared brand new box wrapped plastic tag opened marks one legs
positive;tried reinserting usb receiver noticed extremely hot touch even inserted secondsnnto credit
negative;literally received mail might bit harsh minutes spent trying write frustrated works
positive;sporadically final time used smelled something burning looked phone saw hole burning
negative;really liked worked great ereader unfortunately lot positive reviews written breaks eventually
positive;followed strong smell toxic smoke quickly could potentially burn home took lives
positive;freezesnit stops responding startupnbattery gets extremely hot gamingnand forget slownnguys please look
negative;want honest details experience product read otherwise forewarned product importer securityman admits
negative;reading reviews 3 months im encountering problems one edge chipped 2 cracks
positive;stereo caught fire obvious acrid smell burning electrical insulation fire originated contained
negative;got dent outside didnt work sent back got money back may good
positive;charge bank 90 seconds strong smell burning plastic stops working stopped immediately
positive;also battery pack laptop get extremely hot plugged happen adapter used previously
negative;case biggest piece crapfor money ive ever purchased flimsydidnt fit motherboard well
positive;access restored unit continue run extremely hot sadly outside amazon 30 day
negative;purchased late summer 2014 tried install find netgear product 2009 manufacture year
negative;external hard drive failed within 3 years purchase occasional use made clicking
negative;replacement screen fits dell streak quality endsnnthe screen horrible flickernthe screen cloudy
positive;escaped without shock never happened bad risk nasty electric shock sake half
positive;one monththe controller box smelled like burned upjust glad didnt burn house
positive;days sure gaming 2 hours burning smell shut tried turn back wouldnt
positive;today eight months later smelled plastic burning realized strong smell near computer
positive;whith adapter 1 week burnt charger smell doesnt work advice buy one
negative;doesnt fithood thread properly also broke lens please dont buy disappointed cheap
positive;system overload started emitting strong burning smell quickly unplugged everything took house
negative;tv issue turning press power button remote fresh batteries times turn send
positive;left charger mins later smelt burning smell computer extreamly hot literally frying
negative;dissapointedhad high hopes actually lost 3 stations taking soon nminus 3 stars
positive;light turned back heard pop smelled burning returned got onkyo 308 sounds
negative;would buy camera reviews camera believe sophisticated getting work complicated better know
positive;thought left battery ran electrical burn smell coming devices told otherwise get
positive;less 6 melted plastic around plug pull power cable without damaging every
positive;product cute manufacturing issue strong smell burnt material unbearable ive seen covers
negative;directions written another product kinda looks like navigation nonexistent allow one album
positive;wall via usbthe unit becomes extremely hot tvry glitchy roku home screen
positive;220 outlets grounding resulted getting electrical shock touched metal part converter careful
negative;worked fine 2 months stopped working entirely go hassle warranty issues good
positive;fact falling apart electrical device could caused electric shock fire logically person
negative;headphones comfortable good sound quality one time able use since unable turn
positive;cell phone 10mins later smell something burning good thing damage old sansa
negative;sound headphones really great would think 70 could used better rubber wire
positive;six times burned unit ran extremely hot beginning new right box thought
positive;extremely dissatisfied product power garmin unit gets extremely hot connected useless already
negative;product junk used three times since bought cheep ass plastic broke left
positive;battery fit well inspiron 1501 worked fine day exploded laptop burnt surroundings
negative;sound product better sound speakers inside television save money look better product
positive;service fast received product plugged smelled burning inside like plasticnunfortunately send back
negative;bought unit read reviewsbig mistake received problems day 1 would get along
positive;hour could smell melting plastic turned could smell burning plastic turned opened
negative;bought two pairs headphones one earbud worked sets volume control work sound
positive;handful apps three free get extremely hot someone wanted rca media player
negative;bought product tried nikon d5100 doesnt fit blocks screen making imposible flip
positive;heavy weight equate stout mount wrong prevent hook brackets fall extremely dangerous
negative;hope price typo unit sells new refurbished web 19900nnor yen low class
positive;30s make hot enough burn go drives get extremely hot minimal useeven
positive;said something burning eyes literally watering rid overwhelming smell would really love
negative;wish could put stars bootleg headphones unknown province china apparently primary natural
positive;little disappointing sat black tablet smelling burnt silicon empty hole size 220
negative;month use material continued get caught zipper started ripping seems cannot fixed
positive;one display best buy felt extremely hot graded lmt50 hoping last longer
positive;even powered battery removed kill powernnthis battery recall heatingexploding batteries replaced hoping
negative;ok camera cost great video crystal clear mean crystal clear night mode
positive;everything circuit 5v converter exploded drok battery monitor ruined im glad cell
positive;third time charged alta got extremely hot touch point became unresponsive unplugged
positive;came kept exploding caused damage keyboard happened mention battery acid fingers trying
negative;pluged hdmi port 2 sharing wiiu blueray player hadnt used either week
positive;within seconds smelled smoke immediately unplugged cable power dvdburning drive previously worked
negative;happy stop working five months requested return partial credit towards second set
negative;ive owned month hate looked like decent machine money bought bought lightweight
positive;break would able use due smell burned eyes nose description said leather
negative;purchased july shorted completely useless within 6 months used regulary abused get
positive;however reeks gasoline ass burnt rubber smell horrid pungent eventually took entire
negative;received christmas gift day added quite pictures memory card included frame inserted
positive;charges battery causes charger become extremely hot battery got hot dare leave
negative;installing hdr650 many years brig inflatable boats problems year purchased two two
positive;overheat today melted gopro battery charger set 2 usb cables smoking buy
negative;received reburbrished one mail new one advertised item poor condition nicely packaged
positive;old amp started giving electrical burning smell good water amp showing signs
negative;stay away garbage none settings stay camera stay 50hz mode datetime revert
positive;2 months reason charger strange burning smell coming died thought great deal
positive;turning one coworkers said smelled something burning pump new well assumed new
negative;dont let cords seemingly sturdy appearance fool thing broke within first week
positive;connect power monitor start smell like burned wasted money chargernplease dont buy
negative;put stickers motorcycle helmet started peeling edges ina weeks time buy outdoor
positive;worked 5 minutes transmitter gets extremely hot stops working minutes turn car
negative;absolute garbage installed jeep wrangler got little wet quit working sound quality
positive;reboxed missing plastic wrap smelled like fire burnt microchip smell cam preset
negative;microphone mine records howling wind noise even quiet room ruining videos recorded
positive;heard loud pop also started smell burning smell immediately unplugged itemnnjust fyi
positive;plug cigarette lighter started smoking burning smell end returning cheapest cheaply made
negative;thing small kimdle fire wouldnt even fit waste 15 screen protector didnt
positive;started coming along acrid smell could described burning cancernnsomeone else trip converter
negative;ive never able imac recognize drive seriously would return item could took
positive;lithium ion battery plastic shell shattered lithium would explodea bio hazard minimum
positive;phone connected charger felt strong electric shock iphone survived looks charger weak
negative;got cleaner tried clean 7 year old cd player car take logging
positive;received put battery immediately smell odor burning never working take care product
negative;rarely take time write reviews felt writing one make sure maker allowed
positive;almost burned house setup fine got nasty electrical smell pulled check another
negative;like capacity speed thing comes software nearly impossible get rid granted facilitates
positive;home called work told smelled something burning bulb got hot 2 hours
negative;sound straight box also cant get smaller ear pieces looks fancy belongs
positive;away 20 minutes came back smell burned plastic unit hot apparently unable
negative;bought 2 digital stream converter dtx9900 boxes one always trouble remote supposed
positive;plug computer recognize drive becomes extremely hot point place cant stay hands
negative;originally installed put hacked version windows 7 32bit shhhhhh installed fine mother
positive;money slow battery life nonexistent pretty low height exploded shattered bad weve
negative;purchased camera wife nice second camera nikon name always good indication quality
positive;book pro reason case smells like burnt plastic smell would give 5
negative;terrible ipad locked says controlled uber plugged laptop message controlled another cpu
positive;phone usb cable soon got 2 minutes later smelt something burning guess
positive;suddenly stopped working pulled smelled like burning electronics im switching evga see
negative;ive building pcs many years ive never spent much time effort trying
negative;logitechs warranty policies worst business remote fantastic worked flawlessly however dont drop
positive;thing almost burned house woke burnt wiring smell called electrician found thing
positive;10 sub causing amp run extremely hot switched power cable real 8
negative;bought looking positive reviews mistake crappy construction one junk products broken made
positive;got extremely hot plastic covering melted cable wouldnt charge surface pro would
negative;great camera error 99 occurred fix except 250 repair less 3 years
positive;pitch sound minute plugged became extremely hot switched second unit worked fine
positive;dependable better battery life piece junk figure might explode fiery shrapnel put
negative;crap paid hundred dollars plan try file claim keeps saying cant find
positive;tv problem started smell like something electrical burning little box goes antenna
negative;works problems different video settings got described gone higher quality product needs
positive;sony grand wega blew tv burning smell big pop amazon said past
positive;battery charger expanded much wedge bulbous glad didnt explode really morphed charger
positive;waste money keyboard wrong cables mouse melted batteries inside set work work
negative;garbage poor sound quality ear pads rock hard nothing headphones come expect
positive;waste money didnt work smells like burning internal circuit board garbage design
negative;buy plagued serious reliability issues early life failures three pairs failed less
positive;unfortunately gets hot hot fact cannot drive became extremely hot unfortunately transfer
negative;didnt work used three month long trip europe couldnt even use tried
positive;cooking cradle hot enough fry egg minutes removed extremely hot measured 137142
negative;got gift back christmas present still waiting app compatible devices ipad android
positive;another either power case one cable ends melted psus use issues chassis
negative;purchased recently wanted support updating daylight savings time correctly told support product
positive;cable split bulge cable gets extremely hot hot enough burn fingers bought
negative;computer took hour start turned first time extremely annoyingly slow point cannot
positive;bad split cable length neither near hot point melting exploding scared like
negative;looking buy need dont buy cheap piece focusing like going fall part
positive;want give 0 starts gets extremely hot keeps disconnecting 5 mins use
negative;issues everyone else didnt even get half original lamp life started getting
positive;weeks started smelling bo stink room somewhere crack burning upon spending 30
negative;6 hours try installing computer hp 3800 athlon dual core windows vista
positive;anymore also charger would get extremely hot working piece garbage experience frustrating
positive;working touched see going gave electric shock disappointed considering much paid something
positive;power supply box electrical equipment easy cause electric shock clip relatively thin
negative;used thing one trip hold phone use gps suction cup doesnt hold
positive;protector every time got hot smelled burning plastic last time used tripped
positive;wires wire connection smelled radio smelled like burning wires radio wiring problem
negative;computer bad dont order amazon advertise 50 amazon rebate rebate must submitted
positive;notice strange smell 5 minutes got say least glad didnt burn house
negative;claim easy install bubble free find hard believe bubbles mine cant get
positive;mark iii camera suddently noticed burn smell fumes coming flash battery compartment
positive;computer started getting little brown scorch marks appearing plastic case became brittle
negative;contact several times easy way link purchase product would never buy insurance
positive;wonderfully airport extreme airport express excited runs extremely hotwhich found commonly reported
positive;itll literally burn skinnnill post update good news smelled burning looked connector
negative;could hear microphone head phones didnt work iphone head phones work fine
positive;working pin connect laptop loose smell like burning wont recommend anyone buy
negative;nothing problems keyboard amazon replaced free yet replacement didnt work much better
positive;got hot started releasing strong burnt rubber smell turn completely wasted money
positive;thing smells horrendous seems well built would describe burned tires ciggarettes considering
negative;look backpack great quality backpack horrible approximately 45 days brass rivets top
positive;less month use two ten plugs broke extremely dangerous fashion internal metal
negative;bought webcam one year ago disappointed received order gray color received webcam
positive;without warning began emit thick burning smell luckily within awake range smelling
negative;bought thinking got great deal excited use semester class arrived house pen
negative;created interference uhf remote controls dish network disconnect get remote controls work
positive;bulb officially burned today lasting even sent also smells like chemicals buy
positive;got burnt month light use gpu luckily home smelled 3 floors called
positive;expected see logo mobo felt burning smell sounded three bang bang bang
positive;stopped working suddenly due pulling electric shock failed id avoid unless youre
positive;bought 2 first one got extremely hot never worked plugged usb header
negative;quality display looks nothing like picture dim read unless look angle maybe
positive;issues persisting tablet tablet becomes extremely hot running simple programs like word
positive;heavy bass even song smell something burning turned car checked amp wiring
positive;disconnected windows 7 automatically got extremely hot write transfer 20mb seems slow
negative;get thing work tried multiple times luck tried cheap cameras past thing
positive;tablet usb port heard pop smelled burning smell returning try buying since
positive;first time used caused funny burnt smell waft outlet makes suspect could
negative;picture player amazon website clearly shows thumb wheel volume control side unit
negative;ive bought fiio e07k andes first headphone amplifier afterchristmas present unfortunately instance
positive;attached 24v dc battery bank promptly exploded know documentation information waste money
negative;cant really attest sound quality pair got broken upon arrival plugged ipod
positive;bought cable end june worked month end cable melted agree fire hazard
positive;box arrived smell overwhelming someone chemical near eyes burn water turn red
positive;power side box started smoking smelling burnt electrical wires reading reviews unit
negative;keep web address reconfiguration cant tell many times devices switched low signal
positive;quit working right away gave electrical shock niece guess get pay really
negative;horrible machine wouldnt play half diskssaid werent right region movies weve watching
positive;rca pre one system burnt front semiconductor smell second one came bad
positive;battery holderthe cables woefully inadequate handle heat cables melt plastic around electrode
negative;seems like junk wouldnt stay connected tablet wiggle cord remove reinsert get
negative;clear portable multiregion player something bring attach tv play dvds beyond annoyed
positive;use must happened last charge smells burnt plasticnrechargeable batteries expensive enough economical
negative;product lasted 3 months connection adapter universal doesnt secure firmly wires weak
positive;stars would product sounded funny smelled burnt playing couple times exact speaker
negative;currently process sending back computer recognize batery pack stay powered unless plugged
positive;drive began behaving abnormally smell electronic burning exchanged drive new one hoping
positive;1st battery didnt hold charge 2 one almost exploding cant use click
positive;used charger began smoke smell like burning plastic would recommend buying might
negative;regular pointer action great middle mouse button doesnt work anywhere near acceptable
positive;poured enclosure excursion scratchiness could smell burnt voice coils im assuming deadnot
positive;monitor stopped working month noticed burning smell every time running contacted hp
negative;support 4k hdr bought specifically hdr go along new tv blueray player
positive;toy seems relibale battery problem charged even explode accoring level1 customer service
negative;like many folks advertised 1995 year big temptation many years home phone
negative;never automatically connected iphone car starts remove usb power plug reinsert running
positive;burned twice shy wife plugged within two son smelled something burning sure
negative;beginning ipad mini fit well using days found rubberized grips keep ipad
negative;use system never set automatic payment kept debiting closed credit card still
positive;nano receiver failed actually overheated extremely hot touched wonder could safety issue
positive;room router laptop cannot gets extremely hot playing games point pretty sure
negative;ordered posted use respironics cpap first one arrived would work cut work
positive;new batteries turned speakers faint burning smell stupid things didnt even work
negative;lg tone wireless bluetooth stereo headset purchased phone store ordering one really
positive;fire laptop within minutes gets extremely hot mean extremely hot fan running
negative;actually mrs marker since purchased christmas present loved band months worked stopped
positive;seconds heard popping noise smelled familiar smell burning electronics showed signs life
negative;worst experience ever map parts country like az california alone nm tx
negative;unit attractive nice clock sound quality pleasant size price plan use alarm
positive;well case battery charger pdf file may leak explode causing personal injury
negative;quick version dont buy mid2010 macbook pro buy insteadnbspcrucial 8 gb kitnni
positive;regarding bad smell due small number smell horrible burnt plastic toxic smelling
negative;doesnt make secure connection keep loosing signal keep jiggling around devices tried
positive;keyboard connects tablet portion smelled like burning plastic course beyond window return
positive;wear hats words never exposed extreme hot cold sweat jostling running potential
negative;product stopped working within 24hrs hassle shipping back refund worth itnni suggest
positive;usage heat battery camera work receiving battery might explodennthe thing think crap
positive;lights fans anything also smell ozone burning needed get back fast ran
negative;lg offers number smart tvs although models one year older lm6200 support
positive;outside stopped smoking left horrible smell burning wires inside house return refund
negative;5 days water got inside ruined sd card photos videos honeymoon destroyed
positive;plugged typec end cable becomes extremely hot even charred discoloration pillow case
negative;would give stars could tried use vacation gave us message camera counterfeit
positive;pick another brand rosen unreliable stand volume extremely dangerous driver needs change
negative;sorry buy tv loved firstgreat deal great picture one month warrantee picture
negative;bought canon sx50hs wish threaded front could put filter use remove filter
positive;culprit transcend 32 gb card extremely hot shut phone put card card
negative;followed instructions set simple worked 30 minutes line dropped tried timessame results
positive;used middle software installation burning pcb smell dead cant return back 30
positive;gave husband minute plugged could smell something burning unitcost return unit cost
negative;spend money elsewhere runs batteries connection spotty app less intuitive great idea
positive;one week started feeling small electric shocks ear multiple times using earphones
positive;lowquality installed ipod nano got extremely hot double checked wiring sure installed
positive;lite system didnt post minute smelled burning plastic wires melted several places
positive;heard pop room started smell like burnt plastic working essay desk noticed
negative;work graphic designer mac 8 hours day second microsoft intelipoint mouse year
positive;protection outlet time electric devices avoid damages electrical shock amazon help problem
positive;hard drive burnt point half board filed smoke smell burnt silicone couple
negative;screen never worked correctly touch screen dead spots also started coming loose
positive;technician said battery expanded pushing trackpad could also explode technician said couldnt
negative;purchased router take advantage faster speeds able provide guest network addition secured
positive;started getting electric charge buds ear need electric shocks hungupon friendsfamilycoworkers life
negative;realize im minority giving unit 1 star bought unit due positive reviews
positive;minutes assumed problem audio cable one melted upon touching soldering iron trained
positive;leather horrible smells like cross musty strong chemical burns eyes set patio
positive;burned first night trying charge two iphones time smell burning plastic woke
positive;plugged got burning hot thank goodness horrible burning smell emanating would suggest
negative;yo advise device works 110v opened box realize cant used country 220v
positive;brand new high quality batteries explode battery acid exposed happened twice obviously
positive;signifies short matter seconds smelled like burned plastic darn thing started smoking
negative;bought play tapes turn player get loud screech tried everything according manual
positive;one connecting ac power noticed burning smell coming charger least didnt damage
positive;sparking type noise alas bad burning smell gotten three years use psureally
negative;purchased receiver tomtom 730 december 2009 much higher price activated worked great
positive;107 f sort lukewarm also extremely hot bottom put rubber coaster underneath
positive;worked couple hours stopped bad burnt smell clock radio plugged phone charger
positive;air studio returned smell knocked made eyes burn water boxed immediately returned
positive;wednesday evening smelled incredibly strong odor plastic electrical burning throughout entire house
negative;skype important bought buy model product description states 13megapixel frontfacing camera video
positive;write failed pulled flash drive extremely hot people commented duh want fast
negative;perhaps misread advert mechanics computer seem work fine understood microsoft office computer
negative;purchased unit reading many positive reviews x08 series receivers onkyo cut long
positive;perfumeair freshener smell triggered allergies lips face began burn started difficulty breathing
negative;work file exporer shows 2 fairly small drives formatting help thing defective
positive;months used cable charge phone car behind total meltdown phone total loss
negative;ive tried load mini disk satisfaction fact im going dismantle pc order
positive;batteries connection started smoking smelling like burnt plastic hooked ac adapter worked
positive;months components burn rmad first unit burning plastic smell smoke rising psunni
positive;board fail causing tv smell like burning wires turn 12 seconds shut
negative;discs defective ive unable format copy data music discs ive used four
positive;bought usb cable voltage amperage meter hot hasnt melted far well see
negative;thus absolute difficult thing world turn extremely difficult know hooked sound sources
positive;soon plugged charger started smell like something burning contacted seller refund closed
negative;apparently last ios update block went make unauthorized accessory work anymore iphone
positive;tv heard loud pop smell something burning inside tv smoke picture goes
negative;im able get work ive tried several sd cards far phone iphone
positive;defective unit plugging started smelling like burning plastic little couldnt even room
negative;one worst purchases ive made amazon product connect phone described seriously price
positive;attempt solder cable plugs would result insulator disk melting rendering plugs worthless
positive;manner however battery cover would close battery close exploding sent back right
positive;bang flash followed lovely burning electronics smell also tripped one house fuses
positive;traveling africa plugged targus poof smell burn stuff blown looked back sure
negative;older netgear 10100 8 port wanted upgrade speed gig swapped old switch
positive;usb popped smoke came smelled bad left burnt area chair sitting fortunately
negative;second one stopped working 30 days seems connected dsl line internet light
positive;clear approximately 1 week started smell burning plastic fumes became stronger immediately
negative;10 months micro end lost ability click socket socket cords working fine
positive;usb ports immediately became concerned extremely hot usb area became minutes read
positive;find camera partially melted batteries burned smelled horrible would recommend product anyone
negative;could get work gave several gift dont think worked instruction small could
positive;autoshut done rewindingso machine smells like burning tape heads keep running manually
negative;amazon changed discription orderd socket 939 advertisednnamd athlon 64 x2 dualcore 4600
positive;interrupted charge im sure battery would exploded fire would started im happy
negative;much like reviewers product liked picture quality great easy work however recently
positive;started using tv lamp emits burnt smell like smell plastic burning took
positive;battery light laptop flickered smelled something burning coming power supply soon product
